price,location,type,size_sqm,bedrooms,bathrooms,available_from,payment_method,city,size_sqft,available_from_month
8750000,Cairo,Duplex,276,3,3,2025.0,Cash,Shorouk City,2971,Jul
6500000,Giza,Apartment,250,3,3,2025.0,Cash,Sheikh Zayed City,2691,Aug
13500000,Cairo,Apartment,199,4,3,2025.0,Cash,New Cairo City,2142,Aug
7900000,Cairo,Apartment,220,4,3,2025.0,Cash,New Cairo City,2368,Aug
8200000,Cairo,Apartment,173,3,3,2025.0,Cash,New Cairo City,1862,Aug
24000000,Cairo,Twin House,450,5,3,2025.0,Cash,New Cairo City,4844,Aug
6300000,Suez,Chalet,130,3,2,2025.0,Cash,Al Ain Al Sokhna,1399,Sep
7218192,North Coast,Chalet,120,3,2,2025.0,Cash,Qesm Ad Dabaah,1292,Aug
7375000,North Coast,Chalet,108,2,2,2025.0,Cash,Sidi Abdel Rahman,1163,Aug
87125000,North Coast,Villa,360,5,4,2025.0,Cash,Sidi Abdel Rahman,3875,Aug
6400000,Cairo,Apartment,163,3,3,2025.0,Cash,New Cairo City,1755,Aug
11205000,Giza,Townhouse,257,4,4,2025.0,Cash,6 October City,2766,Sep
20000000,North Coast,Duplex,230,4,3,2025.0,Cash,Sidi Abdel Rahman,2476,Sep
12000000,Cairo,Apartment,221,3,3,2025.0,Cash,New Cairo City,2379,Jul
7102698,Cairo,Villa,150,3,3,2025.0,Cash,Mostakbal City - Future City,1615,Aug
9225000,Cairo,Duplex,278,3,4,2025.0,Cash,Shorouk City,2992,Sep
5500000,Suez,Chalet,115,2,2,2025.0,Cash,Al Ain Al Sokhna,1238,Sep
10875000,Alexandria,Apartment,250,4,3,2025.0,Cash,Alexandria Compounds,2691,Sep
32800000,Cairo,Twin House,350,5,5,2025.0,Cash,New Cairo City,3767,Aug
9000000,Suez,Chalet,155,4,3,2025.0,Cash,Al Ain Al Sokhna,1668,Aug
10000000,Cairo,iVilla,245,3,4,2025.0,Cash,New Cairo City,2637,Aug
17000000,North Coast,Chalet,101,1,1,2025.0,Cash,Sidi Abdel Rahman,1087,Jun
15000000,Alexandria,Apartment,297,4,3,2025.0,Cash,Hay Wasat,3197,Jul
5517900,Giza,Villa,739,7,5,2025.0,Cash,6 October City,7955,Sep
22500000,Cairo,Duplex,245,3,3,2025.0,Cash,New Cairo City,2637,Aug
2600000,Qalyubia,Apartment,125,2,1,2025.0,Cash,Obour City,1345,Aug
1450000,Giza,Apartment,80,2,1,2025.0,Cash,6 October City,861,Aug
10900000,Cairo,Apartment,146,1,2,2025.0,Cash,New Cairo City,1572,Aug
14000000,North Coast,Chalet,232,3,3,2025.0,Cash,Sidi Abdel Rahman,2497,Sep
5750000,Alexandria,Apartment,191,4,2,2025.0,Cash,Hay Sharq,2056,Aug
1750000,Giza,Apartment,130,3,1,2025.0,Cash,Hadayek El Ahram,1399,Aug
2200000,Suez,Chalet,100,2,2,2025.0,Cash,Al Ain Al Sokhna,1076,Jul
8470000,Giza,Townhouse,297,5,5,2025.0,Cash,Sheikh Zayed City,3197,Sep
42000000,Cairo,Penthouse,533,5,5,2025.0,Cash,New Cairo City,5737,Sep
9900000,Giza,Apartment,136,3,2,2025.0,Cash,Sheikh Zayed City,1464,Aug
4040000,Giza,Apartment,160,4,4,2025.0,Cash,Sheikh Zayed City,1722,Sep
23300000,Cairo,Villa,300,3,2,2025.0,Cash,New Cairo City,3229,Sep
39455000,Giza,Apartment,320,5,5,2025.0,Cash,Ganoub El Giza,3444,Aug
29000000,Cairo,Villa,358,4,4,2025.0,Cash,New Cairo City,3853,Aug
18500000,North Coast,Chalet,200,4,2,2025.0,Cash,Sidi Abdel Rahman,2153,Aug
11500000,Cairo,Penthouse,166,3,3,2025.0,Cash,New Cairo City,1787,Jul
11000000,Cairo,Apartment,207,3,3,2025.0,Cash,New Cairo City,2228,Sep
45000000,Cairo,Villa,480,5,4,2025.0,Cash,New Cairo City,5167,Aug
13500000,Cairo,Apartment,198,4,3,2025.0,Cash,New Cairo City,2131,Sep
9200000,Suez,Chalet,100,3,2,2025.0,Cash,Al Ain Al Sokhna,1076,Aug
12000000,Cairo,Apartment,130,3,2,2025.0,Cash,New Cairo City,1399,Sep
5500000,Giza,Apartment,160,3,3,2025.0,Cash,6 October City,1722,Aug
9000000,Cairo,Apartment,157,2,2,2025.0,Cash,New Cairo City,1690,Jul
5240000,Giza,Apartment,148,2,3,2025.0,Cash,6 October City,1593,Aug
18000000,Red Sea,Apartment,80,2,1,2025.0,Cash,Hurghada,861,Aug
14450000,Giza,Villa,371,6,5,2025.0,Cash,6 October City,3993,Aug
4500000,Cairo,Apartment,207,3,4,2025.0,Cash,Mostakbal City - Future City,2228,Jul
15000000,Cairo,iVilla,235,5,4,2025.0,Cash,New Cairo City,2530,Sep
5700000,Cairo,Apartment,180,3,2,2025.0,Cash,New Cairo City,1938,Sep
7695500,Cairo,Apartment,138,3,2,2025.0,Cash,Shorouk City,1485,Sep
6615000,Giza,Villa,195,4,5,2025.0,Cash,Sheikh Zayed City,2099,Sep
13500000,North Coast,Chalet,113,3,3,2025.0,Cash,Ras Al Hekma,1216,Aug
15500000,Cairo,Duplex,450,2,2,,Cash,New Cairo City,4844,
6950000,Cairo,Apartment,210,3,3,2025.0,Cash,New Cairo City,2260,Sep
16098000,North Coast,Chalet,113,3,1,2025.0,Cash,Ras Al Hekma,1216,Sep
12500000,North Coast,Chalet,270,3,3,2025.0,Cash,Sidi Abdel Rahman,2906,Aug
4000000,Giza,Apartment,143,2,3,2025.0,Cash,6 October City,1539,Aug
18900000,Giza,Townhouse,170,5,3,2025.0,Cash,6 October City,1830,Sep
23500000,Cairo,Duplex,236,5,4,2025.0,Cash,New Cairo City,2540,Aug
16000000,Giza,Villa,220,5,4,2025.0,Cash,6 October City,2368,Sep
4064745,Cairo,Apartment,160,3,3,2025.0,Cash,New Capital City,1722,Sep
22771635,Giza,Villa,400,4,4,2025.0,Cash,6 October City,4306,Jul
6500000,Cairo,Apartment,120,2,2,2025.0,Cash,New Cairo City,1292,Sep
10000000,North Coast,Chalet,125,3,2,2025.0,Cash,Qesm Marsa Matrouh,1345,Aug
36200000,Cairo,Twin House,320,3,4,2025.0,Cash,New Cairo City,3444,Aug
15000000,Cairo,Duplex,210,4,4,2025.0,Cash,New Cairo City,2260,Jul
17842000,Giza,Villa,185,3,3,2025.0,Cash,6 October City,1991,Sep
5150000,Cairo,Apartment,116,3,2,2025.0,Cash,Madinaty,1249,Aug
6400000,Cairo,Apartment,190,3,2,2025.0,Cash,El Nozha,2045,Aug
55000000,North Coast,Villa,350,6,6,2025.0,Cash,Al Alamein,3767,Jul
60000000,Cairo,Villa,570,6,6,2025.0,Cash,New Cairo City,6135,Jul
13500000,Cairo,Apartment,176,4,3,2024.0,Cash,New Cairo City,1894,May
8300000,Cairo,Duplex,203,5,3,2025.0,Cash,Shorouk City,2185,Aug
5900000,North Coast,Apartment,139,3,2,2025.0,Cash,Al Alamein,1496,May
51700000,Cairo,Apartment,420,5,5,2025.0,Cash,Zamalek,4521,Aug
16900000,Cairo,Apartment,168,3,3,2025.0,Cash,New Cairo City,1808,Jun
5400000,Giza,Villa,375,6,5,2025.0,Cash,Sheikh Zayed City,4036,Sep
46000000,North Coast,Villa,321,5,4,2025.0,Cash,Qesm Ad Dabaah,3455,Aug
120750000,Red Sea,Villa,220,5,4,2025.0,Cash,Hurghada,2368,Aug
5800000,Cairo,Apartment,128,2,2,2025.0,Cash,New Cairo City,1378,Sep
9800000,North Coast,Chalet,155,4,3,2025.0,Cash,Sidi Abdel Rahman,1668,Jul
45000000,Cairo,Villa,330,6,5,2025.0,Cash,New Cairo City,3552,Sep
3299000,Giza,Apartment,125,3,2,2025.0,Cash,6 October City,1345,Aug
13500000,Cairo,Apartment,164,4,3,2025.0,Cash,New Cairo City,1765,Sep
5500000,Giza,Villa,220,5,4,2025.0,Cash,Sheikh Zayed City,2368,Aug
5022000,Cairo,Apartment,164,4,3,2025.0,Cash,Mostakbal City - Future City,1765,Aug
4250000,Giza,Apartment,150,4,3,2025.0,Cash,6 October City,1615,Sep
40740000,Cairo,Villa,380,5,5,2025.0,Cash,New Cairo City,4090,Aug
8700000,Cairo,Apartment,198,4,3,2025.0,Cash,New Cairo City,2131,Aug
17500000,North Coast,Chalet,150,4,2,2025.0,Cash,Ras Al Hekma,1615,Sep
31400000,North Coast,Villa,414,7,8,2025.0,Cash,Al Alamein,4456,Aug
8800000,Cairo,Penthouse,220,5,4,2025.0,Cash,New Cairo City,2368,Sep
30000000,Cairo,Townhouse,221,4,4,2025.0,Cash,New Cairo City,2379,Aug
10999999,Cairo,Apartment,156,3,2,2025.0,Cash,New Cairo City,1679,Sep
121000000,Cairo,Villa,360,6,5,2025.0,Cash,New Cairo City,3875,Jun
6903470,Alexandria,Apartment,210,3,3,2025.0,Cash,Alexandria Compounds,2260,Aug
17000000,Cairo,Townhouse,255,3,4,2025.0,Cash,New Capital City,2745,Sep
12500000,Cairo,Twin House,166,3,4,2025.0,Cash,New Cairo City,1787,Aug
72000000,North Coast,Villa,400,5,5,,Cash,Sidi Abdel Rahman,4306,
1900000,Cairo,Apartment,80,1,2,2025.0,Cash,New Cairo City,861,Aug
30000000,North Coast,Twin House,260,5,5,2025.0,Cash,Qesm Ad Dabaah,2799,Sep
6000000,North Coast,Chalet,120,4,2,2025.0,Cash,Qesm Marsa Matrouh,1292,Sep
8000000,North Coast,Chalet,190,2,3,2025.0,Cash,Ras Al Hekma,2045,Aug
3850000,North Coast,Chalet,120,3,2,2025.0,Cash,Al Alamein,1292,Aug
2139000,North Coast,Apartment,140,2,2,2025.0,Cash,Al Alamein,1507,Aug
97000000,Giza,Villa,810,4,6,2025.0,Cash,Sheikh Zayed City,8719,Aug
4400000,North Coast,Chalet,69,1,1,2025.0,Cash,Sidi Abdel Rahman,743,Aug
9000000,Cairo,Villa,212,6,5,2025.0,Cash,Mostakbal City - Future City,2282,Aug
10250000,Cairo,Apartment,147,3,3,2025.0,Cash,New Cairo City,1582,Sep
17500000,Cairo,Apartment,186,3,2,2025.0,Cash,El Khalifa,2002,Jul
6000000,Cairo,Apartment,135,2,2,2025.0,Cash,New Cairo City,1453,Sep
26210650,North Coast,Villa,213,4,3,2025.0,Cash,Qesm Marsa Matrouh,2293,Aug
6300000,Cairo,Apartment,160,3,2,2025.0,Cash,New Cairo City,1722,Aug
35000000,Cairo,Villa,335,4,5,2025.0,Cash,New Cairo City,3606,Aug
8000000,Cairo,Apartment,170,3,2,2025.0,Cash,New Cairo City,1830,Aug
30000000,Giza,Villa,525,5,5,2025.0,Cash,Sheikh Zayed City,5651,Sep
8750000,Cairo,Apartment,260,4,4,2025.0,Cash,Shorouk City,2799,Sep
55000000,North Coast,Villa,321,5,4,2025.0,Cash,Qesm Ad Dabaah,3455,Aug
17000000,Cairo,Townhouse,265,4,4,2025.0,Cash,New Cairo City,2852,Sep
18154453,Giza,Twin House,350,3,3,2025.0,Cash,6 October City,3767,Jul
18000000,Cairo,Apartment,204,4,3,2025.0,Cash,New Cairo City,2196,Aug
12321000,North Coast,Chalet,149,3,3,,Cash,Sidi Abdel Rahman,1604,
4100000,Cairo,Apartment,200,3,3,2025.0,Cash,Hay El Maadi,2153,Sep
5570000,Cairo,Apartment,144,3,3,2025.0,Cash,Mostakbal City - Future City,1550,Aug
5450000,Giza,Villa,230,4,4,2025.0,Cash,6 October City,2476,Aug
8200000,North Coast,Apartment,230,3,3,2025.0,Cash,Al Alamein,2476,Aug
8500000,Cairo,Apartment,185,3,3,2025.0,Cash,New Cairo City,1991,Sep
18000000,Giza,Twin House,393,5,4,2025.0,Cash,Sheikh Zayed City,4230,Jul
11900000,Cairo,Duplex,244,3,3,2025.0,Cash,Ring Road,2626,Dec
100000000,Red Sea,Twin House,350,6,7,2025.0,Cash,Hurghada,3767,Aug
2750000,Qalyubia,Apartment,161,3,2,2025.0,Cash,Obour City,1733,Aug
8500000,Cairo,Apartment,195,3,3,2025.0,Cash,Mostakbal City - Future City,2099,Aug
7500000,Cairo,Duplex,370,5,4,2025.0,Cash,New Cairo City,3983,Jun
3869489,Cairo,Apartment,115,2,2,2025.0,Cash,Mostakbal City - Future City,1238,Aug
14800000,Red Sea,Chalet,104,3,2,2025.0,Cash,Hurghada,1119,Aug
10300000,Cairo,Apartment,200,4,3,2025.0,Cash,New Cairo City,2153,Aug
5762439,North Coast,Chalet,193,3,2,2025.0,Cash,Al Alamein,2077,Jul
23000000,Giza,Villa,305,5,5,2025.0,Cash,6 October City,3283,Sep
13200000,North Coast,Twin House,155,5,5,2025.0,Cash,Ras Al Hekma,1668,Aug
8000000,North Coast,Chalet,149,2,3,2025.0,Cash,Qesm Marsa Matrouh,1604,Aug
11450000,Cairo,iVilla,234,3,4,2025.0,Cash,New Cairo City,2519,Sep
6500000,Cairo,Apartment,500,4,3,2025.0,Cash,New Cairo City,5382,Sep
7800000,Cairo,Apartment,108,2,2,2025.0,Cash,Ring Road,1163,Aug
11000000,Cairo,Villa,230,4,4,2025.0,Cash,New Cairo City,2476,Sep
13919000,North Coast,Twin House,210,5,4,2025.0,Cash,Qesm Ad Dabaah,2260,Aug
9050000,Cairo,Apartment,171,4,2,2025.0,Cash,New Cairo City,1841,Sep
41000000,Cairo,Twin House,340,5,4,2025.0,Cash,Mokattam,3660,Jul
12500000,Giza,Apartment,200,3,3,2025.0,Cash,Sheikh Zayed City,2153,Aug
11000000,Cairo,Apartment,156,2,3,2025.0,Cash,New Cairo City,1679,Aug
14000000,Cairo,Apartment,195,3,3,2025.0,Cash,New Cairo City,2099,Aug
20500000,Cairo,iVilla,187,4,3,2025.0,Cash,New Cairo City,2013,Aug
4750000,Cairo,Apartment,131,3,2,2025.0,Cash,Mostakbal City - Future City,1410,Aug
17500000,Giza,Apartment,216,3,3,2025.0,Cash,6 October City,2325,Aug
19800000,Cairo,iVilla,300,5,4,2025.0,Cash,New Cairo City,3229,Aug
14522593,Giza,Villa,256,5,3,2025.0,Cash,Sheikh Zayed City,2756,Sep
4200000,Giza,Apartment,168,3,2,2025.0,Cash,Sheikh Zayed City,1808,Sep
4850000,Alexandria,Apartment,171,3,2,2025.0,Cash,Hay Wasat,1841,Apr
31000000,North Coast,Chalet,225,3,2,2025.0,Cash,Sidi Abdel Rahman,2422,Jul
3300000,Giza,Apartment,225,3,2,2025.0,Cash,6 October City,2422,Aug
8000000,Suez,Chalet,120,3,2,2025.0,Cash,Al Ain Al Sokhna,1292,Sep
7600000,Cairo,Apartment,160,4,3,2025.0,Cash,New Cairo City,1722,Sep
4236346,Giza,Townhouse,210,5,4,2025.0,Cash,6 October City,2260,Aug
1750000,Cairo,Apartment,160,3,2,2025.0,Cash,Badr City,1722,Aug
10500000,Cairo,Apartment,156,2,3,2025.0,Cash,New Cairo City,1679,Sep
3000000,Giza,Apartment,120,2,2,2025.0,Cash,6 October City,1292,Sep
26700000,Cairo,Townhouse,258,4,5,2025.0,Cash,New Cairo City,2777,Aug
7500000,Cairo,Apartment,123,3,2,2025.0,Cash,New Cairo City,1324,Aug
4200000,Alexandria,Apartment,135,3,2,2025.0,Cash,Hay Sharq,1453,Aug
11500000,Giza,Duplex,208,3,3,2025.0,Cash,6 October City,2239,Aug
5700000,Cairo,Apartment,105,2,1,2025.0,Cash,New Cairo City,1130,Jul
4900000,North Coast,Chalet,135,2,2,2025.0,Cash,Al Alamein,1453,Aug
29000000,Cairo,Villa,410,7,7,2025.0,Cash,New Heliopolis,4413,Aug
4250000,Alexandria,Apartment,145,2,1,2025.0,Cash,Hay Sharq,1561,Aug
7800000,North Coast,Chalet,241,3,4,2025.0,Cash,Ras Al Hekma,2594,Jul
16500000,North Coast,Twin House,223,5,3,2025.0,Cash,Sidi Abdel Rahman,2400,Aug
59000000,Cairo,Villa,620,7,8,2025.0,Cash,New Cairo City,6674,Aug
31500000,Cairo,Villa,460,4,4,2025.0,Cash,New Cairo City,4951,Sep
4150000,Giza,Apartment,147,3,3,2025.0,Cash,6 October City,1582,Aug
2000000,North Coast,Apartment,134,2,2,2025.0,Cash,Al Alamein,1442,Aug
6000000,Cairo,Apartment,223,5,3,2025.0,Cash,Mostakbal City - Future City,2400,Sep
23000000,Giza,Villa,400,4,3,2025.0,Cash,6 October City,4306,Jul
5350000,Alexandria,Apartment,180,3,2,2025.0,Cash,Hay Sharq,1938,Aug
20000000,Red Sea,Apartment,179,4,3,2025.0,Cash,Hurghada,1927,Aug
8000000,Cairo,Apartment,141,2,2,2025.0,Cash,New Cairo City,1518,Aug
17000000,Cairo,Townhouse,230,4,3,2025.0,Cash,Madinaty,2476,Jul
7000000,Cairo,Apartment,260,4,3,2025.0,Cash,Mokattam,2799,Jul
12500000,Cairo,Apartment,212,3,3,2025.0,Cash,New Cairo City,2282,May
10085000,Cairo,Apartment,173,3,3,2025.0,Cash,New Cairo City,1862,Aug
4600000,Giza,Apartment,168,3,2,2025.0,Cash,Sheikh Zayed City,1808,Aug
9900000,Cairo,Apartment,177,4,3,2025.0,Cash,New Cairo City,1905,Sep
1300000,Giza,Apartment,153,3,3,2025.0,Cash,6 October City,1647,Sep
73000000,Giza,Villa,350,5,5,2025.0,Cash,Sheikh Zayed City,3767,Sep
5000000,North Coast,Chalet,145,3,2,2025.0,Cash,Markaz Al Hamam,1561,Sep
50000000,North Coast,Villa,377,6,5,2025.0,Cash,Sidi Abdel Rahman,4058,Aug
16500000,Cairo,Twin House,300,4,5,2025.0,Cash,New Cairo City,3229,Aug
17500000,Cairo,Apartment,195,3,3,2025.0,Cash,New Cairo City,2099,Aug
3800000,Cairo,Apartment,155,3,2,2025.0,Cash,New Cairo City,1668,Sep
3800000,Cairo,Apartment,103,2,1,2025.0,Cash,Mostakbal City - Future City,1109,Aug
8250000,Cairo,Apartment,300,3,2,2025.0,Cash,New Cairo City,3229,Sep
4000000,Giza,Apartment,156,4,2,2025.0,Cash,6 October City,1679,Aug
7800000,Cairo,Apartment,250,3,3,2025.0,Cash,New Cairo City,2691,Sep
10500000,Giza,Apartment,188,4,4,2025.0,Cash,6 October City,2024,Sep
13000000,Cairo,Duplex,235,3,2,2025.0,Cash,New Cairo City,2530,Sep
15900000,Giza,Penthouse,230,4,3,2025.0,Cash,6 October City,2476,Aug
5750000,Alexandria,Apartment,220,3,3,2025.0,Cash,Hay Sharq,2368,Aug
20000000,Cairo,Duplex,255,4,3,2025.0,Cash,New Cairo City,2745,Aug
11060000,Cairo,Apartment,175,4,2,2025.0,Cash,El Nozha,1884,Sep
12112000,North Coast,Twin House,200,4,4,2025.0,Cash,Qesm Ad Dabaah,2153,Aug
7500000,Cairo,Apartment,155,2,2,2025.0,Cash,New Cairo City,1668,Jul
63000000,Red Sea,Villa,220,5,4,2025.0,Cash,Hurghada,2368,Aug
42000000,North Coast,Villa,1000,5,6,2025.0,Cash,Sidi Abdel Rahman,10764,Sep
94900000,Giza,Villa,770,5,4,2025.0,Cash,6 October City,8288,Sep
5000000,Giza,Apartment,225,3,3,2025.0,Cash,Sheikh Zayed City,2422,Aug
24500000,Cairo,Duplex,295,3,3,2025.0,Cash,New Cairo City,3175,Aug
13500000,Suez,Chalet,151,3,2,2025.0,Cash,Al Ain Al Sokhna,1625,Sep
17425000,Cairo,Apartment,220,4,3,2025.0,Cash,New Cairo City,2368,Sep
14000000,Cairo,Villa,195,3,4,2025.0,Cash,New Cairo City,2099,Aug
11150000,Cairo,Apartment,220,5,3,2025.0,Cash,New Cairo City,2368,Sep
18000000,North Coast,Chalet,205,4,3,2025.0,Cash,Qesm Ad Dabaah,2207,Aug
9800000,Giza,Townhouse,236,4,4,2025.0,Cash,Sheikh Zayed City,2540,Aug
11000000,North Coast,Chalet,96,2,2,2025.0,Cash,Qesm Marsa Matrouh,1033,Aug
6000000,Cairo,Apartment,175,3,2,2025.0,Cash,Heliopolis - Masr El Gedida,1884,Aug
19500000,Cairo,Townhouse,270,4,4,2025.0,Cash,New Cairo City,2906,Aug
5200000,Cairo,Apartment,160,3,2,2025.0,Cash,New Cairo City,1722,Aug
51439000,North Coast,Villa,412,6,6,2025.0,Cash,Qesm Ad Dabaah,4435,Sep
18500000,Cairo,iVilla,278,4,4,2025.0,Cash,New Cairo City,2992,Aug
4600000,Cairo,Apartment,140,3,3,2025.0,Cash,New Cairo City,1507,Aug
5350000,Giza,Apartment,250,3,3,2025.0,Cash,Sheikh Zayed City,2691,Aug
20000000,North Coast,Apartment,116,3,2,2025.0,Cash,Ras Al Hekma,1249,Sep
14000000,North Coast,Chalet,73,1,1,2025.0,Cash,Sidi Abdel Rahman,786,Jul
15845910,Cairo,Townhouse,225,4,5,2025.0,Cash,New Cairo City,2422,Sep
9000000,Cairo,Apartment,275,4,3,2025.0,Cash,Heliopolis - Masr El Gedida,2960,Sep
8763420,Alexandria,Apartment,184,3,3,2025.0,Cash,Alexandria Compounds,1981,Aug
4300000,Suez,Chalet,80,2,2,2025.0,Cash,Al Ain Al Sokhna,861,Jun
26250000,Cairo,Apartment,231,3,3,2025.0,Cash,Mokattam,2486,Jul
8200000,North Coast,Chalet,120,2,2,2025.0,Cash,Ras Al Hekma,1292,Sep
3218000,Giza,Apartment,198,4,3,2025.0,Cash,6 October City,2131,Sep
7200000,Giza,Apartment,225,3,3,2025.0,Cash,Sheikh Zayed City,2422,Aug
18500000,North Coast,Penthouse,264,5,3,2025.0,Cash,Sidi Abdel Rahman,2842,Jul
5904000,Giza,Apartment,71,1,1,2025.0,Cash,Sheikh Zayed City,764,Aug
8113185,North Coast,Villa,310,5,5,2025.0,Cash,Qesm Ad Dabaah,3337,Aug
10000000,North Coast,Chalet,165,3,2,2025.0,Cash,Ras Al Hekma,1776,Aug
12500000,Cairo,Apartment,198,4,3,2025.0,Cash,New Cairo City,2131,Aug
9102000,Cairo,Apartment,110,2,1,2025.0,Cash,New Cairo City,1184,Aug
7000000,Cairo,Apartment,160,3,2,2025.0,Cash,New Cairo City,1722,Aug
7000000,Giza,Villa,279,6,4,,Cash,Sheikh Zayed City,3003,
7500000,Cairo,Apartment,207,3,2,2025.0,Cash,El Nozha,2228,Aug
8000000,Giza,Apartment,149,3,2,2025.0,Cash,Sheikh Zayed City,1604,Sep
10000000,Cairo,Penthouse,187,4,4,2025.0,Cash,New Cairo City,2013,Jul
6000000,North Coast,Chalet,115,2,1,2025.0,Cash,Sidi Abdel Rahman,1238,Aug
2560000,Cairo,Apartment,156,3,3,2025.0,Cash,Mostakbal City - Future City,1679,Aug
13250000,North Coast,Penthouse,160,4,3,2025.0,Cash,Qesm Marsa Matrouh,1722,Aug
4600000,Cairo,Apartment,107,2,1,2025.0,Cash,Madinaty,1152,Aug
30750000,Giza,Villa,435,5,5,2025.0,Cash,6 October City,4682,Sep
45000000,Cairo,Villa,1150,6,5,2025.0,Cash,New Cairo City,12378,Aug
24000000,North Coast,Penthouse,350,5,4,2025.0,Cash,Qesm Ad Dabaah,3767,Aug
6500000,Cairo,Apartment,160,3,3,2025.0,Cash,New Cairo City,1722,Aug
8870000,Cairo,Apartment,200,3,3,2025.0,Cash,New Capital City,2153,Sep
11500000,North Coast,Chalet,190,5,4,2025.0,Cash,Qesm Marsa Matrouh,2045,Aug
5585000,Giza,Apartment,102,2,2,2025.0,Cash,Sheikh Zayed City,1098,Aug
8000000,Cairo,Apartment,170,3,3,2025.0,Cash,New Cairo City,1830,Jun
70000000,Cairo,Palace,730,8,8,2025.0,Cash,Madinaty,7858,Aug
24000000,Giza,Townhouse,233,4,3,2025.0,Cash,6 October City,2508,Aug
10000000,North Coast,Chalet,150,4,2,2025.0,Cash,Qesm Ad Dabaah,1615,Aug
14500000,North Coast,Cabin,35,1,1,2025.0,Cash,Sidi Abdel Rahman,377,Aug
24185000,North Coast,Duplex,162,4,3,2025.0,Cash,Sidi Abdel Rahman,1744,Aug
12700000,Giza,Villa,240,4,4,2025.0,Cash,Sheikh Zayed City,2583,Aug
121000000,Red Sea,Villa,300,5,3,2025.0,Cash,Hurghada,3229,Sep
15000000,North Coast,Chalet,165,3,2,2025.0,Cash,Sidi Abdel Rahman,1776,Aug
9000000,North Coast,Chalet,145,4,2,2025.0,Cash,Al Alamein,1561,Jul
800000,Giza,Apartment,80,1,1,2025.0,Cash,6 October City,861,Sep
20000000,North Coast,Chalet,223,5,3,2025.0,Cash,Qesm Marsa Matrouh,2400,Jun
3950000,Cairo,Apartment,160,3,3,2024.0,Cash,Mostakbal City - Future City,1722,Sep
5319264,North Coast,Townhouse,180,4,3,2025.0,Cash,Qesm Ad Dabaah,1938,Apr
13000000,Red Sea,Chalet,105,3,2,2025.0,Cash,Hurghada,1130,Sep
6600000,Red Sea,Apartment,105,2,2,2025.0,Cash,Hurghada,1130,Aug
5268643,Cairo,Apartment,133,3,2,2025.0,Cash,New Capital City,1432,Aug
6200000,Giza,Apartment,145,4,2,2025.0,Cash,Sheikh Zayed City,1561,Aug
6700000,Cairo,Apartment,140,3,3,2025.0,Cash,New Cairo City,1507,Aug
60000000,Cairo,Twin House,400,5,5,2025.0,Cash,New Cairo City,4306,Sep
9000000,Cairo,Apartment,149,2,2,2025.0,Cash,New Cairo City,1604,Aug
8500000,Cairo,Apartment,165,3,3,2025.0,Cash,New Cairo City,1776,Sep
95000000,North Coast,Villa,490,5,5,2025.0,Cash,Sidi Abdel Rahman,5274,Aug
4515000,Suez,Chalet,92,2,1,2025.0,Cash,Al Ain Al Sokhna,990,Jul
12780000,North Coast,Chalet,143,4,3,2025.0,Cash,Ras Al Hekma,1539,Aug
12750000,Cairo,Duplex,255,3,3,2025.0,Cash,New Cairo City,2745,Sep
1300000,Suez,Chalet,68,2,2,2025.0,Cash,Al Ain Al Sokhna,732,Jul
10766000,Cairo,Apartment,165,3,3,2025.0,Cash,Madinaty,1776,Aug
43000000,Cairo,Villa,450,6,5,2025.0,Cash,New Cairo City,4844,Aug
9000000,Cairo,Apartment,225,3,3,2025.0,Cash,New Cairo City,2422,Aug
8000000,Cairo,Apartment,133,2,2,2025.0,Cash,New Cairo City,1432,Aug
10850000,North Coast,Chalet,67,1,1,2025.0,Cash,Ras Al Hekma,721,Sep
12600000,Giza,Townhouse,173,3,3,2025.0,Cash,6 October City,1862,Aug
19200000,Giza,Villa,380,5,5,2025.0,Cash,Sheikh Zayed City,4090,Aug
13900000,Cairo,Twin House,195,4,4,2025.0,Cash,New Cairo City,2099,Aug
3800000,Cairo,Apartment,120,4,1,2025.0,Cash,Nasr City,1292,Sep
17500000,Cairo,Apartment,245,4,3,2025.0,Cash,Mokattam,2637,Aug
2280000,Alexandria,Apartment,108,2,1,2025.0,Cash,Hay Awal El Montazah,1163,Aug
15500000,North Coast,Chalet,201,3,4,2025.0,Cash,Sidi Abdel Rahman,2164,Sep
63000000,Giza,Villa,500,5,5,2025.0,Cash,6 October City,5382,Aug
7000000,Cairo,Twin House,380,5,4,2025.0,Cash,Shorouk City,4090,Sep
16000000,Cairo,Villa,305,5,4,2025.0,Cash,New Cairo City,3283,Aug
24000000,Cairo,Townhouse,240,5,4,2025.0,Cash,New Cairo City,2583,Jul
14500000,North Coast,Villa,140,4,3,2025.0,Cash,Ras Al Hekma,1507,Aug
74000000,Cairo,Villa,550,6,5,2025.0,Cash,New Cairo City,5920,Jul
15675000,Cairo,Apartment,195,4,3,2025.0,Cash,New Cairo City,2099,Sep
12500000,Cairo,Apartment,122,2,2,2025.0,Cash,New Cairo City,1313,Aug
12000000,Cairo,Apartment,340,3,4,,Cash,New Cairo City,3660,
21800000,Cairo,Townhouse,258,4,4,2025.0,Cash,New Cairo City,2777,Sep
15700000,North Coast,Chalet,100,2,2,2025.0,Cash,Sidi Abdel Rahman,1076,Aug
1250000,Cairo,Apartment,140,3,3,2025.0,Cash,Badr City,1507,Aug
